ahe,female,ne,midwest,south,west,race,yrseduc,ba,hsdipl,age
22.596153,0,1,0,0,0,1,12,0,1,32
21.153847,1,1,0,0,0,1,16,1,1,34
19.658119,0,1,0,0,0,1,12,0,1,48
18.803419,0,1,0,0,0,1,13,0,1,28
14.903846,1,1,0,0,0,1,12,0,1,48
37.062939,0,1,0,0,0,1,13,0,1,42
15.865385,1,1,0,0,0,1,16,1,1,30
13.461538,1,1,0,0,0,1,13,0,1,44
14.957265,0,1,0,0,0,1,12,0,1,32
12.980769,1,1,0,0,0,1,12,0,1,38
14.423077,1,1,0,0,0,1,12,0,1,36
14.664399,0,1,0,0,0,1,16,1,1,49
9.1346149,1,1,0,0,0,1,16,1,1,46
16.370445,0,1,0,0,0,1,16,1,1,33
7.2115383,0,1,0,0,0,1,12,0,1,26
17.307692,1,1,0,0,0,1,14,0,1,41
19.23077,0,1,0,0,0,1,19,1,1,58
12.019231,1,1,0,0,0,1,16,1,1,62
7.6923075,0,1,0,0,0,1,12,0,1,47
13.701923,1,1,0,0,0,1,12,0,1,33
16.632017,1,1,0,0,0,1,16,1,1,53
18.859135,0,1,0,0,0,1,14,0,1,44
19.667831,1,1,0,0,0,1,13,0,1,39
31.25,0,1,0,0,0,1,16,1,1,36
12.403846,1,1,0,0,0,1,16,1,1,42
17.134615,0,1,0,0,0,1,12,0,1,30
10.153846,1,1,0,0,0,1,13,0,1,34
11.547619,1,1,0,0,0,1,12,0,1,52
9.1346149,1,1,0,0,0,1,12,0,1,40
14.957265,1,1,0,0,0,1,16,1,1,32
12.651822,1,1,0,0,0,1,16,1,1,53
8.1730766,1,1,0,0,0,1,16,1,1,42
13.221154,1,1,0,0,0,1,13,0,1,42
13.675214,0,1,0,0,0,1,14,0,1,34
6.7307692,1,1,0,0,0,1,12,0,1,30
5.8974357,0,1,0,0,0,1,12,0,1,49
14.652015,0,1,0,0,0,1,12,0,1,40
21.367521,1,1,0,0,0,4,13,0,1,25
14.903846,0,1,0,0,0,1,13,0,1,41
9.5,1,1,0,0,0,1,12,0,1,40
14.876633,0,1,0,0,0,1,14,0,1,38
10.256411,0,1,0,0,0,1,11,0,0,35
19.23077,0,1,0,0,0,1,13,0,1,45
22.353846,0,1,0,0,0,1,20,1,1,50
11.217949,0,1,0,0,0,1,9,0,0,29
9.1346149,0,1,0,0,0,1,13,0,1,55
10.121457,1,1,0,0,0,1,16,1,1,51
19.23077,0,1,0,0,0,1,13,0,1,27
16.875,1,1,0,0,0,1,13,0,1,32
13.507212,1,1,0,0,0,1,12,0,1,33
19.23077,0,1,0,0,0,1,16,1,1,37
15.384615,0,1,0,0,0,1,12,0,1,55
7.1428571,1,1,0,0,0,1,13,0,1,36
14.423077,1,1,0,0,0,1,16,1,1,43
15.384615,1,1,0,0,0,1,16,1,1,45
17.094017,0,1,0,0,0,1,18,1,1,36
19.23077,0,1,0,0,0,1,14,0,1,45
20.08547,0,1,0,0,0,1,12,0,1,36
10.576923,0,1,0,0,0,1,14,0,1,31
11.057693,1,1,0,0,0,1,12,0,1,50
16.02564,0,1,0,0,0,1,16,1,1,56
14.903846,1,1,0,0,0,1,20,1,1,41
19.23077,1,1,0,0,0,1,12,0,1,44
14.423077,1,1,0,0,0,1,18,1,1,46
9.6153851,1,1,0,0,0,1,16,1,1,37
9.6153851,1,1,0,0,0,4,13,0,1,51
23.557692,1,1,0,0,0,1,18,1,1,56
14.423077,1,1,0,0,0,1,16,1,1,43
20.76923,1,1,0,0,0,1,18,1,1,36
10.285714,1,1,0,0,0,1,12,0,1,29
9.1346149,1,1,0,0,0,1,12,0,1,29
16.826923,0,1,0,0,0,1,13,0,1,25
17.788462,0,1,0,0,0,1,14,0,1,28
8.75,0,1,0,0,0,1,12,0,1,36
33.264034,1,1,0,0,0,1,16,1,1,42
8.1730766,0,1,0,0,0,1,12,0,1,42
19.106153,0,1,0,0,0,1,13,0,1,41
14.529915,0,1,0,0,0,1,14,0,1,29
6.2869821,0,1,0,0,0,1,10,0,0,31
30,1,1,0,0,0,1,16,1,1,47
21.634615,0,1,0,0,0,1,14,0,1,40
21.634615,0,1,0,0,0,1,13,0,1,44
14.423077,1,1,0,0,0,1,16,1,1,31
5.9615383,1,1,0,0,0,1,12,0,1,34
16.826923,0,1,0,0,0,1,12,0,1,53
8.5,0,1,0,0,0,1,12,0,1,52
14.55,1,1,0,0,0,1,16,1,1,45
24.038462,0,1,0,0,0,1,14,0,1,49
7.1428571,0,1,0,0,0,1,16,1,1,36
11.538462,1,1,0,0,0,1,12,0,1,34
9.0384617,1,1,0,0,0,1,12,0,1,46
21.634615,0,1,0,0,0,1,12,0,1,55
20.192308,0,1,0,0,0,1,14,0,1,57
21.634615,0,1,0,0,0,1,16,1,1,43
19.23077,1,1,0,0,0,1,12,0,1,41
9.6153851,1,1,0,0,0,1,12,0,1,47
13.461538,1,1,0,0,0,1,12,0,1,30
9.4017096,0,1,0,0,0,1,16,1,1,50
14.201183,0,1,0,0,0,1,19,1,1,41
18.26923,0,1,0,0,0,1,16,1,1,25
23.076923,1,1,0,0,0,1,13,0,1,35
9.1346149,0,1,0,0,0,1,12,0,1,33
27.884615,1,1,0,0,0,1,20,1,1,48
9,0,1,0,0,0,1,9,0,0,40
11.538462,0,1,0,0,0,1,13,0,1,25
21.153847,0,1,0,0,0,1,18,1,1,51
8.8757401,1,1,0,0,0,1,13,0,1,31
44.871796,0,1,0,0,0,1,16,1,1,52
11.324786,1,1,0,0,0,1,16,1,1,49
12.019231,0,1,0,0,0,2,9,0,0,30
18.26923,0,1,0,0,0,1,12,0,1,42
31.576923,0,1,0,0,0,1,13,0,1,57
5.944056,0,1,0,0,0,1,12,0,1,48
24.038462,1,1,0,0,0,4,18,1,1,43
12.259615,0,1,0,0,0,1,12,0,1,40
10.769231,1,1,0,0,0,1,12,0,1,43
38.46154,0,1,0,0,0,1,18,1,1,47
15.688259,0,1,0,0,0,1,16,1,1,33
5.5,1,1,0,0,0,1,8,0,0,32
19.58042,0,1,0,0,0,1,12,0,1,43
6,0,1,0,0,0,1,12,0,0,34
28.846153,1,1,0,0,0,4,18,1,1,26
7.6923075,1,1,0,0,0,1,12,0,1,43
19.23077,0,1,0,0,0,1,12,0,1,32
30.288462,0,1,0,0,0,1,13,0,1,53
16.826923,0,1,0,0,0,1,12,0,1,42
7.1428571,1,1,0,0,0,1,13,0,1,47
12.040133,1,1,0,0,0,1,12,0,1,57
19,0,1,0,0,0,1,12,0,1,62
16.826923,0,1,0,0,0,1,13,0,1,54
10.384615,0,1,0,0,0,1,12,0,1,50
21.634615,0,1,0,0,0,1,12,0,1,28
12.5,1,1,0,0,0,2,13,0,1,50
27.307692,0,1,0,0,0,1,14,0,1,52
38.46154,0,1,0,0,0,1,16,1,1,58
7.5,0,1,0,0,0,1,12,0,1,60
15,1,1,0,0,0,1,16,1,1,26
19.23077,0,1,0,0,0,1,12,0,1,31
25,0,1,0,0,0,1,12,0,1,46
25,1,1,0,0,0,1,16,1,1,30
25,0,1,0,0,0,1,14,0,1,54
17.094017,0,1,0,0,0,1,12,0,1,56
22.257086,1,1,0,0,0,4,18,1,1,32
7.2115383,1,1,0,0,0,1,12,0,1,46
21.538462,1,1,0,0,0,1,16,1,1,36
22.111111,0,1,0,0,0,1,13,0,1,45
16.666666,0,1,0,0,0,1,12,0,1,55
11.858974,1,1,0,0,0,1,16,1,1,58
7.2115383,0,1,0,0,0,1,14,0,1,30
20.673077,0,1,0,0,0,1,12,0,1,55
14.423077,1,1,0,0,0,1,18,1,1,34
15.865385,0,1,0,0,0,1,14,0,1,29
14.423077,1,1,0,0,0,1,13,0,1,42
18.170673,0,1,0,0,0,1,18,1,1,45
4.8076925,1,1,0,0,0,1,10,0,0,51
14.553015,1,1,0,0,0,1,13,0,1,46
11.538462,1,1,0,0,0,1,12,0,1,52
12.5,1,1,0,0,0,1,12,0,1,27
9.9473686,1,1,0,0,0,1,13,0,1,48
11.458333,1,1,0,0,0,1,8,0,0,53
10.989011,0,1,0,0,0,1,19,1,1,42
7.2115383,1,1,0,0,0,1,12,0,1,38
24.038462,0,1,0,0,0,1,13,0,1,32
6.5789475,1,1,0,0,0,1,10,0,0,53
7.6923075,1,1,0,0,0,1,8,0,0,41
26.923077,0,1,0,0,0,1,16,1,1,54
22.675737,0,1,0,0,0,1,14,0,1,36
9.4674559,0,1,0,0,0,2,12,0,1,34
51.096153,0,1,0,0,0,1,13,0,1,46
21.367521,0,1,0,0,0,1,14,0,1,40
12.820513,0,1,0,0,0,4,18,1,1,36
11.25,1,1,0,0,0,1,12,0,1,41
17.712551,1,1,0,0,0,1,12,0,1,51
14.423077,0,1,0,0,0,1,10,0,0,26
17.788462,1,1,0,0,0,1,12,0,1,57
12.820513,1,1,0,0,0,2,13,0,1,44
25,1,1,0,0,0,1,13,0,1,38
10.576923,1,1,0,0,0,1,12,0,1,28
11.057693,1,1,0,0,0,1,19,1,1,46
4.8076925,0,1,0,0,0,1,19,1,1,51
14.423077,1,1,0,0,0,1,16,1,1,33
26.442308,0,1,0,0,0,1,16,1,1,47
21.634615,1,1,0,0,0,1,16,1,1,45
20.94017,0,1,0,0,0,1,14,0,1,36
17.307692,0,1,0,0,0,1,16,1,1,38
19.23077,1,1,0,0,0,1,14,0,1,33
10.683761,0,1,0,0,0,1,12,0,1,25
20.673077,1,1,0,0,0,1,13,0,1,38
24.786325,1,1,0,0,0,1,16,1,1,47
16.233654,0,1,0,0,0,1,14,0,1,39
11.058173,1,1,0,0,0,1,12,0,1,62
27.472527,0,1,0,0,0,1,12,0,1,57
18.376068,1,1,0,0,0,1,16,1,1,59
12.692307,0,1,0,0,0,1,13,0,1,38
11.363636,1,1,0,0,0,1,13,0,1,42
14.855769,1,1,0,0,0,1,16,1,1,29
14.423077,1,1,0,0,0,1,16,1,1,25
10.817307,1,1,0,0,0,1,13,0,1,42
7,0,1,0,0,0,1,12,0,1,51
26.923077,0,1,0,0,0,1,18,1,1,40
24.471153,1,1,0,0,0,2,12,0,1,36
12.019231,1,1,0,0,0,1,12,0,1,56
21.39423,0,1,0,0,0,1,12,0,1,55
22.115385,0,1,0,0,0,1,12,0,1,58
14.903846,0,1,0,0,0,1,16,1,1,42
38.46154,1,1,0,0,0,1,20,1,1,42
16.826923,1,1,0,0,0,1,13,0,1,40
20.1,1,1,0,0,0,2,12,0,1,48
12.237762,1,1,0,0,0,2,19,1,1,43
13.076923,0,1,0,0,0,1,16,1,1,39
25.641026,0,1,0,0,0,1,19,1,1,50
16.826923,1,1,0,0,0,1,12,0,1,39
16.826923,1,1,0,0,0,1,13,0,1,53
24.51923,1,1,0,0,0,1,16,1,1,50
15.144231,0,1,0,0,0,1,9,0,0,62
23.798077,0,1,0,0,0,1,14,0,1,52
13.736263,1,1,0,0,0,1,12,0,1,35
27.46875,1,1,0,0,0,1,16,1,1,30
22.692308,0,1,0,0,0,1,12,0,1,40
9.8557692,0,1,0,0,0,1,19,1,1,28
6.25,1,1,0,0,0,1,12,0,1,28
4.2735043,1,1,0,0,0,1,12,0,1,36
20.192308,0,1,0,0,0,1,12,0,1,42
11.538462,0,1,0,0,0,1,12,0,1,53
21.794872,0,1,0,0,0,1,16,1,1,40
7.1428571,1,1,0,0,0,1,13,0,1,38
26.923077,0,1,0,0,0,1,18,1,1,46
10.096154,1,1,0,0,0,1,12,0,1,45
21.367521,1,1,0,0,0,1,12,0,1,64
12.019231,1,1,0,0,0,1,14,0,1,41
51.923077,0,1,0,0,0,1,18,1,1,58
13.461538,1,1,0,0,0,1,12,0,1,46
9.6153851,1,1,0,0,0,4,8,0,0,27
15.306123,1,1,0,0,0,1,16,1,1,30
17.513462,1,1,0,0,0,1,16,1,1,35
14.423077,1,1,0,0,0,1,16,1,1,41
16.826923,1,1,0,0,0,4,16,1,1,44
4.8076925,1,1,0,0,0,1,12,0,1,58
12.019231,0,1,0,0,0,1,12,0,1,26
6.25,1,1,0,0,0,1,12,0,1,52
28.846153,0,1,0,0,0,1,12,0,1,45
6.5,1,1,0,0,0,1,12,0,1,57
27.777779,0,1,0,0,0,1,18,1,1,60
5.9171596,0,1,0,0,0,1,14,0,1,62
27.51923,1,1,0,0,0,1,18,1,1,49
20.604395,0,1,0,0,0,1,14,0,1,52
14.897959,0,1,0,0,0,1,12,0,1,33
16.923077,0,1,0,0,0,1,12,0,1,53
7.2115383,1,1,0,0,0,1,16,1,1,32
7.2115383,1,1,0,0,0,2,10,0,0,50
28.365385,0,1,0,0,0,1,14,0,1,47
9.89011,0,1,0,0,0,1,12,0,1,31
15.384615,0,1,0,0,0,1,16,1,1,55
26.442308,0,1,0,0,0,1,13,0,1,37
10.576923,0,1,0,0,0,2,14,0,1,36
43.26923,1,1,0,0,0,1,18,1,1,54
9.6153851,1,1,0,0,0,1,12,0,1,59
18.028847,0,1,0,0,0,1,12,0,1,43
8.024725,1,1,0,0,0,1,14,0,1,47
31.73077,0,1,0,0,0,4,20,1,1,43
19.23077,1,1,0,0,0,1,13,0,1,30
5.0250001,1,1,0,0,0,1,13,0,1,28
20.104895,0,1,0,0,0,1,12,0,1,41
21.978022,0,1,0,0,0,1,12,0,1,38
10.989011,1,1,0,0,0,1,13,0,1,32
6.25,1,1,0,0,0,2,12,0,1,58
10.989011,1,1,0,0,0,2,14,0,1,31
27.027027,1,1,0,0,0,2,14,0,1,42
24.175825,0,1,0,0,0,1,16,1,1,49
20.62937,0,1,0,0,0,1,12,0,1,33
18.26923,0,1,0,0,0,2,13,0,1,40
17.307692,0,1,0,0,0,1,16,1,1,29
6.7307692,1,1,0,0,0,2,12,0,1,37
7.5,1,1,0,0,0,2,13,0,1,31
22.035257,0,1,0,0,0,4,14,0,1,52
16.826923,1,1,0,0,0,4,12,0,1,43
18.881119,1,1,0,0,0,1,12,0,1,31
15.384615,0,1,0,0,0,1,16,1,1,38
19.23077,1,1,0,0,0,1,14,0,1,26
17.307692,0,1,0,0,0,1,11,0,0,62
6.9230771,0,1,0,0,0,1,16,1,1,31
6.25,0,1,0,0,0,1,12,0,1,57
7.6923075,0,1,0,0,0,1,12,0,1,28
15.384615,0,1,0,0,0,1,12,0,1,34
11.634615,0,1,0,0,0,1,12,0,1,42
15.865385,0,1,0,0,0,1,13,0,1,33
8.6538458,0,1,0,0,0,1,6,0,0,26
17,0,1,0,0,0,2,16,1,1,31
7.2115383,0,1,0,0,0,1,12,0,1,33
6.1057692,0,1,0,0,0,1,13,0,1,33
9.5,0,1,0,0,0,4,12,0,1,29
24.038462,0,1,0,0,0,1,10,0,0,34
26.923077,1,1,0,0,0,1,20,1,1,46
23.076923,1,1,0,0,0,2,14,0,1,37
16,0,1,0,0,0,1,13,0,1,47
13.736263,1,1,0,0,0,1,16,1,1,45
6.8571429,1,1,0,0,0,1,13,0,1,41
44.471153,0,1,0,0,0,1,18,1,1,55
32.967033,1,1,0,0,0,1,18,1,1,47
8.3502026,1,1,0,0,0,1,12,0,1,56
15.625,1,1,0,0,0,1,16,1,1,29
24.038462,0,1,0,0,0,1,14,0,1,33
16.826923,1,1,0,0,0,2,14,0,1,30
19.23077,0,1,0,0,0,1,13,0,1,38
37.307693,1,1,0,0,0,1,16,1,1,40
18.229166,0,1,0,0,0,1,10,0,0,48
12,1,1,0,0,0,2,12,0,1,50
11.538462,0,1,0,0,0,1,13,0,1,34
4.8076925,1,1,0,0,0,1,8,0,0,26
15.384615,0,1,0,0,0,2,18,1,1,43
35.714287,1,1,0,0,0,2,19,1,1,40
12.169748,1,1,0,0,0,1,18,1,1,29
17.307692,1,1,0,0,0,1,16,1,1,48
2.8106508,0,1,0,0,0,1,9,0,0,31
21.978022,1,1,0,0,0,2,16,1,1,57
7.2115383,0,1,0,0,0,2,12,0,1,41
8.1081085,1,1,0,0,0,1,12,0,1,48
15.652951,0,1,0,0,0,2,14,0,1,47
15.790598,1,1,0,0,0,1,18,1,1,27
12.019231,1,1,0,0,0,1,12,0,1,35
6.4102564,1,1,0,0,0,1,14,0,1,35
13.461538,0,1,0,0,0,1,16,1,1,28
5.5,0,1,0,0,0,1,8,0,0,61
6.6483517,1,1,0,0,0,1,6,0,0,40
17.403847,0,1,0,0,0,1,8,0,0,44
14.423077,1,1,0,0,0,1,12,0,1,60
18.26923,0,1,0,0,0,2,16,1,1,32
22.596153,1,1,0,0,0,1,18,1,1,50
6.25,0,1,0,0,0,2,13,0,1,35
8,0,1,0,0,0,1,12,0,1,49
9.6153851,1,1,0,0,0,1,16,1,1,33
9.6153851,0,1,0,0,0,1,12,0,1,28
12.019231,0,1,0,0,0,1,12,0,1,35
35.729809,1,1,0,0,0,1,16,1,1,42
12.019231,0,1,0,0,0,2,12,0,1,28
3.2967033,1,1,0,0,0,4,9,0,0,53
11.057693,1,1,0,0,0,1,14,0,1,25
12.980769,1,1,0,0,0,1,12,0,1,42
14.285714,1,1,0,0,0,4,14,0,1,40
19.692308,0,1,0,0,0,1,13,0,1,37
4.8076925,0,1,0,0,0,1,10,0,0,25
15.384615,0,1,0,0,0,2,13,0,1,38
7.9959517,0,1,0,0,0,1,13,0,1,39
27.692308,0,1,0,0,0,1,11,0,0,48
12.019231,0,1,0,0,0,1,11,0,0,26
15.384615,0,1,0,0,0,1,8,0,0,36
33.653847,1,1,0,0,0,1,18,1,1,35
8.6996336,0,1,0,0,0,1,13,0,1,35
14.423077,1,1,0,0,0,1,19,1,1,26
26.442308,0,1,0,0,0,1,12,0,1,48
16.346153,1,1,0,0,0,2,18,1,1,29
31.25,0,1,0,0,0,1,16,1,1,42
19.23077,1,1,0,0,0,1,12,0,1,49
8.4134617,1,1,0,0,0,1,13,0,1,27
15,0,1,0,0,0,1,11,0,0,64
18.26923,0,1,0,0,0,1,13,0,1,27
9.6153851,0,1,0,0,0,1,9,0,0,38
5.4421768,0,1,0,0,0,1,13,0,1,40
19.23077,0,1,0,0,0,1,12,0,1,46
17.307692,1,1,0,0,0,1,13,0,1,28
7.2115383,1,1,0,0,0,4,12,0,1,44
10,1,1,0,0,0,1,12,0,1,59
8.2051287,0,1,0,0,0,1,16,1,1,27
6.6773505,0,1,0,0,0,2,12,0,1,48
13.75,0,1,0,0,0,4,16,1,1,40
7.6923075,0,1,0,0,0,1,13,0,1,30
16.346153,0,1,0,0,0,1,12,0,1,55
8.6538458,0,1,0,0,0,1,12,0,1,43
13.461538,1,1,0,0,0,1,12,0,1,50
5.1923075,0,1,0,0,0,1,16,1,1,48
6.0096154,0,1,0,0,0,1,12,0,1,34
11.888112,1,1,0,0,0,1,16,1,1,30
7.5,1,1,0,0,0,1,6,0,0,52
8.6538458,0,1,0,0,0,2,12,0,1,59
27.243589,0,1,0,0,0,1,16,1,1,40
8.6538458,0,1,0,0,0,1,12,0,1,27
12.5,0,1,0,0,0,1,9,0,0,51
16.194332,1,1,0,0,0,1,12,0,1,46
25.303644,1,1,0,0,0,1,14,0,1,34
16.02564,1,1,0,0,0,1,12,0,1,42
21.153847,1,1,0,0,0,1,19,1,1,35
15.384615,1,1,0,0,0,1,12,0,1,48
16.995192,0,1,0,0,0,1,12,0,1,36
14.957265,1,1,0,0,0,1,13,0,1,40
9.728507,0,1,0,0,0,1,14,0,1,31
10.096154,0,1,0,0,0,1,14,0,1,49
13.675214,1,1,0,0,0,1,13,0,1,27
11.538462,0,1,0,0,0,1,16,1,1,35
10.809295,1,1,0,0,0,1,14,0,1,32
7.8000002,0,1,0,0,0,1,12,0,1,25
22.307692,0,1,0,0,0,1,12,0,1,38
26.923077,0,1,0,0,0,1,13,0,1,43
28.846153,0,1,0,0,0,1,11,0,0,53
28.846153,1,1,0,0,0,1,19,1,1,38
40.865383,0,1,0,0,0,1,16,1,1,32
14.903846,1,1,0,0,0,2,13,0,1,43
10.839161,1,1,0,0,0,1,18,1,1,53
14.423077,1,1,0,0,0,1,12,0,1,50
6.5934067,1,1,0,0,0,1,16,1,1,63
12.019231,0,1,0,0,0,1,16,1,1,34
37.692307,1,1,0,0,0,1,16,1,1,50
19.23077,0,1,0,0,0,1,11,0,0,39
25.187363,1,1,0,0,0,1,18,1,1,51
34.065933,0,1,0,0,0,1,12,0,1,46
37.98077,1,1,0,0,0,1,13,0,1,37
17.159763,0,1,0,0,0,1,16,1,1,37
16.923077,1,1,0,0,0,1,16,1,1,27
3.5416667,1,1,0,0,0,1,12,0,1,53
16.826923,0,1,0,0,0,1,12,0,1,25
8.2692308,1,1,0,0,0,1,18,1,1,64
45.192307,0,1,0,0,0,1,16,1,1,55
10.489511,0,1,0,0,0,1,12,0,0,33
10,0,1,0,0,0,1,12,0,1,28
12.5,1,1,0,0,0,1,14,0,1,26
13.461538,0,1,0,0,0,1,10,0,0,58
9.6153851,1,1,0,0,0,1,12,0,1,47
12.5,0,1,0,0,0,1,11,0,0,45
7.8717203,1,1,0,0,0,1,13,0,1,42
15.688259,1,1,0,0,0,1,18,1,1,36
17.788462,1,1,0,0,0,1,18,1,1,33
43.75,0,1,0,0,0,1,18,1,1,51
23.076923,0,1,0,0,0,1,13,0,1,56
19.23077,0,1,0,0,0,1,16,1,1,54
7.6923075,1,1,0,0,0,1,12,0,1,57
43.26923,1,1,0,0,0,1,18,1,1,59
21.634615,0,1,0,0,0,1,12,0,1,46
12.019231,1,1,0,0,0,1,13,0,1,31
14.423077,1,1,0,0,0,1,14,0,1,33
19.23077,0,1,0,0,0,1,12,0,1,56
11.538462,1,1,0,0,0,1,16,1,1,34
21.634615,0,1,0,0,0,1,12,0,1,48
18.846153,1,1,0,0,0,1,18,1,1,55
16.826923,1,1,0,0,0,1,16,1,1,47
12.980769,0,1,0,0,0,1,16,1,1,34
28.40909,0,1,0,0,0,1,16,1,1,48
10.576923,1,1,0,0,0,1,14,0,1,33
7.6923075,0,1,0,0,0,1,13,0,1,32
21.538462,0,1,0,0,0,1,12,0,1,40
17.307692,0,1,0,0,0,1,13,0,1,38
7.2403846,1,1,0,0,0,1,18,1,1,60
12.980769,1,1,0,0,0,1,19,1,1,35
12.5,1,1,0,0,0,1,13,0,1,36
24.038462,0,1,0,0,0,1,16,1,1,36
12.067307,0,1,0,0,0,1,13,0,1,30
12.980769,0,1,0,0,0,1,16,1,1,27
15.384615,0,1,0,0,0,1,12,0,1,58
13.5,0,1,0,0,0,2,11,0,0,35
6.1965814,0,1,0,0,0,1,16,1,1,59
13.513514,1,1,0,0,0,1,12,0,1,49
27.777779,0,1,0,0,0,1,13,0,1,55
19.23077,0,1,0,0,0,1,12,0,1,52
12.237762,0,1,0,0,0,1,13,0,1,55
13.461538,0,1,0,0,0,1,12,0,1,47
19.23077,0,1,0,0,0,1,12,0,1,38
18.028847,0,1,0,0,0,1,12,0,1,41
14.903846,0,1,0,0,0,1,13,0,1,62
18.491125,1,1,0,0,0,1,12,0,1,47
12.980769,1,1,0,0,0,1,16,1,1,56
14.423077,0,1,0,0,0,1,12,0,1,33
12.019231,0,1,0,0,0,1,16,1,1,25
12.820513,0,1,0,0,0,1,12,0,1,33
30.76923,0,1,0,0,0,1,12,0,1,61
20.192308,0,1,0,0,0,1,12,0,1,35
17.628204,0,1,0,0,0,1,16,1,1,37
13.461538,0,1,0,0,0,1,12,0,1,26
8.760684,1,1,0,0,0,2,13,0,1,29
37.5,0,1,0,0,0,1,16,1,1,52
18.076923,0,1,0,0,0,1,16,1,1,31
9.6153851,1,1,0,0,0,1,16,1,1,48
19.871796,0,1,0,0,0,1,16,1,1,36
10.39501,1,1,0,0,0,1,11,0,0,52
23.128899,0,1,0,0,0,1,12,0,1,50
28.846153,0,1,0,0,0,1,13,0,1,35
19.23077,1,1,0,0,0,1,12,0,1,28
18.26923,0,1,0,0,0,2,12,0,1,34
28.846153,0,1,0,0,0,1,12,0,1,45
9.6793003,1,1,0,0,0,1,12,0,1,26
17.482517,0,1,0,0,0,1,12,0,1,39
12.019231,1,1,0,0,0,2,13,0,1,26
24.51923,0,1,0,0,0,1,19,1,1,49
16.201443,0,1,0,0,0,3,13,0,1,26
17.132868,0,1,0,0,0,1,16,1,1,34
10.683761,0,1,0,0,0,1,13,0,1,58
21.153847,1,1,0,0,0,1,12,0,1,27
37.179485,0,1,0,0,0,1,16,1,1,47
8.6538458,0,1,0,0,0,1,12,0,1,51
7.2115383,1,1,0,0,0,1,13,0,1,27
8.4134617,0,1,0,0,0,1,19,1,1,45
11.538462,1,1,0,0,0,1,12,0,0,42
3.1397173,0,1,0,0,0,1,12,0,1,33
22.596153,1,1,0,0,0,1,16,1,1,29
16.346153,0,1,0,0,0,2,12,0,1,39
22.115385,0,1,0,0,0,1,12,0,0,40
44.23077,0,1,0,0,0,2,16,1,1,33
15,0,1,0,0,0,1,16,1,1,32
23.529411,1,1,0,0,0,2,13,0,1,27
15.620193,1,1,0,0,0,1,13,0,1,35
15.865385,1,1,0,0,0,1,14,0,1,38
24.038462,1,1,0,0,0,2,18,1,1,35
36.53846,0,1,0,0,0,1,16,1,1,36
19.23077,1,1,0,0,0,2,16,1,1,48
26.923077,1,1,0,0,0,2,12,0,1,50
9.6153851,1,1,0,0,0,1,16,1,1,33
43.26923,0,1,0,0,0,1,12,0,1,25
14.423077,0,1,0,0,0,2,13,0,1,44
